tweet_id,user_id,createdate,tweet,scrapping_id,scrappingid,user_id,createdate
1329954836884848641,564679643,2020-11-21 01:08:37, Nk cari yg trusted tu yg susah. Haha. Setakat ni aku percaya asb je. Ada member aku promote under pru… ,2,3,564679643,2020-11-21 01:08:37
1329956273391951874,137286066,2020-11-21 01:14:19, yg prudential tu selalunya kena ambil insurance dia. mostly company insurance mmg buat.,2,3,137286066,2020-11-21 01:14:19
1329961563533414403,798556482677579776,2020-11-21 01:35:20,"Happy birthday  . Semoga panjang umur &amp; murah rezeki. Sesiapa yang nak ambik insurance Prudential, boleh ambik dengan dia ni.",2,3,798556482677579776,2020-11-21 01:35:20
1329967858852380672,1214256044815179779,2020-11-21 02:00:21,"mau lanjut, bismillah semoga gak emosi lahir batin jiwa raga prudential",2,3,1214256044815179779,2020-11-21 02:00:21
1329972204692336641,559418645,2020-11-21 02:17:37,"_Sayap_Kiri TABOK NIH!!!!YANG BENER YANG MANE, TONG??ASKES APE PRUDENTIAL??",2,3,559418645,2020-11-21 02:17:37
1329974016178679808,318439930,2020-11-21 02:24:49,_mars96  _ prudential pun dapat.. tapi kena cukupkan setahun dulu,2,3,318439930,2020-11-21 02:24:49
1329977056323461120,1244597361826885636,2020-11-21 02:36:54,Work! Hallo teman-teman ada yang kerja sebagai Financial planner di Prudential life assurance atau pernah kerja dis… ,2,3,1244597361826885636,2020-11-21 02:36:54
1329997997111975941,79957943,2020-11-21 04:00:07,Fitur baru ini memungkinkan pengguna untuk mengelola kesehatan dengan lebih mudah dan menyeluruh. ,2,3,79957943,2020-11-21 04:00:07
1330007458903855105,616239803,2020-11-21 04:37:43," dan salam 1MalaysiaSapa2 bukan client prudential, boleh buat  perlindung… ",2,3,616239803,2020-11-21 04:37:43
1330050847087144960,457318039,2020-11-21 07:30:07,Proteksi Baru ala Prudential    bloggerflp,2,3,457318039,2020-11-21 07:30:07
1330069089230983172,1072306761799847937,2020-11-21 08:42:37," ️️️️ ️️️️️️ ️️️️️️ ️️️️️️ ️️Namanya Prudence Grizellda Evacska, biasa dipanggil Prue tapi suka diples… ",2,3,1072306761799847937,2020-11-21 08:42:37
1330083987855990788,1542293642,2020-11-21 09:41:49,"Seng mburi dewe nyeleng, raine koyok logo prudential ",2,3,1542293642,2020-11-21 09:41:49
1330109120050032644,868050783974998016,2020-11-21 11:21:41, Gue keseelll tp pgen ngakak jg wkwkwk. Kita kegocekkk ternyta abor udh kecium sejak event prudential😂😂😂,2,3,868050783974998016,2020-11-21 11:21:41
1330114093626306561,1285222442965716992,2020-11-21 11:41:26, Knp ya kita kesel tp masi bisa ketawa kakk😂 iya bener padahal kyk udah lega gt abis event prudential gaa… ,2,3,1285222442965716992,2020-11-21 11:41:26
1330127303104491523,2350047295,2020-11-21 12:33:56," ngga deh, aku mau join prudential ajaa😔",2,3,2350047295,2020-11-21 12:33:56
1330153959508619264,2841097267,2020-11-21 14:19:51,"Pulse keren nih, bisa bantu pengguna mencatat jumlah kalori yang dibakar saat melakukan aktivitas olahraga sehingga… ",2,3,2841097267,2020-11-21 14:19:51
1330159300472401921,1120927814327267328,2020-11-21 14:41:05,"Thank to my fren, sobat bgst smk ataupun kuliah yg seperti prudential. always listening, always understanding. lop u .",2,3,1120927814327267328,2020-11-21 14:41:05
1330162522268307459,1051794871,2020-11-21 14:53:53,"Kukira prudential aman tapi toh saldo nasabah saya raib 20 juta juga, tertulis karena dampak pandemi. Perusahaan me… ",2,3,1051794871,2020-11-21 14:53:53
1330206852760694787,1176160063217491968,2020-11-21 17:50:02," Maunya asuransi aja, prudential",2,3,1176160063217491968,2020-11-21 17:50:02
1330218141255946242,1084421092192571392,2020-11-21 18:34:53,"8 tahun bertahan sm orang kyk lo.. sorry mas gue bukan Prudential yg always listening, always understanding.",2,3,1084421092192571392,2020-11-21 18:34:53
1330239778017701888,294521726,2020-11-21 20:00:52,Produk inovasi Prudential Indonesia yang diluncurkan September 2018 itu memberikan dua manfaat...,2,3,294521726,2020-11-21 20:00:52
1330270313838485504,1335512298,2020-11-21 22:02:12,"acara workshop  bareng pecinta kopi dan kretek,29-06-2013,cangkir cofee prudential tower kav 79  temansehati",2,3,1335512298,2020-11-21 22:02:12
