tweet_id,user_id,createdate,tweet,scrapping_id,scrappingid,user_id,createdate
1331750621062434816,99040551,2020-11-26 00:04:25,"     Aku pernah pake prudential, terus mau berenti nih, soalnya… ",2,3,99040551,2020-11-26 00:04:25
1331757929351897088,503827652,2020-11-26 00:33:27,Punya pacar prudential dan selalu jadi mario teguh ketika aku down. Aku beruntung!,2,3,503827652,2020-11-26 00:33:27
1331763648079904768,342004866,2020-11-26 00:56:11, 😆😆ak ambik medical card prudential. Macam mahal sikit laa sebab ada byk lagi yg murah2 macam aia. Kau n… ,2,3,342004866,2020-11-26 00:56:11
1331773135746580480,957052666156220416,2020-11-26 01:33:53,Salah satu best jadi agent takaful ni kita rajin kerja reward pun dapat. Reward prudential yang bagi and bukan besh… ,2,3,957052666156220416,2020-11-26 01:33:53
1331781040537362436,277976311,2020-11-26 02:05:18, Yup betul. That's why sy nak survey to compare 😀 if prudential punya plan masih relevant I don't mind to s… ,2,3,277976311,2020-11-26 02:05:18
1331787149629288449,1275125537439019009,2020-11-26 02:29:34,Bayarkan caruman client.. alhamdulillah..amanah client jangan kita khianati..Muhammad MarwanPrudential Bsn Takaf… ,2,3,1275125537439019009,2020-11-26 02:29:34
1331790393390743553,271931505,2020-11-26 02:42:27,"  mau tanya kak saya ditawarin via DM linkedin utk program MT prudential, itu maksudnya sales itu kak?",2,3,271931505,2020-11-26 02:42:27
1331794291069394944,458576432,2020-11-26 02:57:57,Kenapa payment prudential takaful aku naik ye?,2,3,458576432,2020-11-26 02:57:57
1331818047225532416,298309532,2020-11-26 04:32:21,Yuk cek kesehatan tubuh kita pakai aplikasi Pulse. Aplikasi ini juga bisa membantu buat mengatur pola makan loh… ,2,3,298309532,2020-11-26 04:32:21
1331824372663738368,1026331970375102465,2020-11-26 04:57:29,Ternyata gua udah jadi agent prudential dah setaun tapi doesn't get anything. Stupid gal.,2,3,1026331970375102465,2020-11-26 04:57:29
1331825691659169792,1097903155541491713,2020-11-26 05:02:43," _azizi  tapi kan dapat benefit asuransi nya mas. aku bukan agen prudential, tapi paham sama produknya.",2,3,1097903155541491713,2020-11-26 05:02:43
1331828830860845057,806133338,2020-11-26 05:15:12, Hahahaha... Join Tuan Amir Pahang lah.. Prudential.. Ye pun letok jawatan gok ork..,2,3,806133338,2020-11-26 05:15:12
1331834469792137219,1314840619378896896,2020-11-26 05:37:36,Kr! Mau nanya disini ada yg ikut program pruventure dari prudential juga ga?kalo ada sharing dong kaya gimana,2,3,1314840619378896896,2020-11-26 05:37:36
1331834698964770816,1243788464300023815,2020-11-26 05:38:31,__  prudential kak,2,3,1243788464300023815,2020-11-26 05:38:31
1331835502421450753,546711251,2020-11-26 05:41:42,Gais ada yg kerja di prudential ga ya?,2,3,546711251,2020-11-26 05:41:42
1331868573623480322,1953793196,2020-11-26 07:53:07,"wow bantuan kerajaan negeri johor rm1k, prudential bagi rm2k lagi fuhhh alhamdulillah rezeki 🤲🏻😭",2,3,1953793196,2020-11-26 07:53:07
1331886259569000449,274435754,2020-11-26 09:03:24," Prudential nopa, aku 3 tahun dh guno. Ambik skali nga hk saving",2,3,274435754,2020-11-26 09:03:24
1331902607518961664,373894649,2020-11-26 10:08:21,Kak Shela ni antara ejen takaful Prudential yg bagus. Dia terangkan setiap produk takaful dgn beri awareness tentan… ,2,3,373894649,2020-11-26 10:08:21
1331904280777814016,3253475570,2020-11-26 10:15:00," Assalamualaikum, maaf menyelit🙏🏻 Saya amira dari prudential takaful bsn, kami sedang membuat recruitme… ",2,3,3253475570,2020-11-26 10:15:00
1331915753096769536,1076533545504370688,2020-11-26 11:00:35, Hahaha haa sama lah kita.. Tapi lps accept tu aku search tetiba ada sorg ni post ckp scam. Aku gelabah… ,2,3,1076533545504370688,2020-11-26 11:00:35
1331918946853740544,432323304,2020-11-26 11:13:17,Yg ni Prudential punya waiting period. Beza ke sama dgn AIA ? Jom check 😉 x paham ? Tanya .. 😇 ,2,3,432323304,2020-11-26 11:13:17
1331922558057234432,983688108129509377,2020-11-26 11:27:38,"Rezeki dia masuk prudential, 3 kali champion. Alhamdulillah rezeki anak. And am his first client 🥳",2,3,983688108129509377,2020-11-26 11:27:38
1331934688340938752,1291016726562316290,2020-11-26 12:15:50,  ritmenya agak mirip meme prudential ya,2,3,1291016726562316290,2020-11-26 12:15:50
1331935390609989632,2531711126,2020-11-26 12:18:37," Makasih ya, kamu memang yang paling prudential",2,3,2531711126,2020-11-26 12:18:37
